Stat ID	Income	Asian	Black	Latino	Age	Population	Female	College	Good English	Full-time Job
512-Latino	11557	0	0	1	21.7	24758	0.484449471	0.092831356	0.619032183	0.471902771
515-Latino	11282	0	0	1	22.2	63143	0.475444626	0.123717636	0.651752031	0.389667161
518-Latino	14864	0	0	1	23.8	30829	0.490122936	0.150257164	0.901386861	0.327500729
521-Latino	12484	0	0	1	24.6	113351	0.521345202	0.197423237	0.71899999	0.256919967
532-Latino	15116	0	0	1	22.5	26416	0.488718958	0.135219506	0.801529653	0.29052537
533-Latino	14515	0	0	1	24.9	24796	0.48810292	0.215194327	0.821555002	0.350759376
534-Latino	13818	0	0	1	23.9	39757	0.506124708	0.125047283	0.892918631	0.378175631
536-Latino	14701	0	0	1	27.7	389616	0.511311137	0.219498581	0.798027117	0.360938711
538-Latino	13406	0	0	1	23.5	93153	0.472663253	0.177707385	0.66641195	0.476728438
540-Latino	11652	0	0	1	23.2	49490	0.476278036	0.126786688	0.646997858	0.409458122
544-Latino	16069	0	0	1	28.8	52057	0.501623221	0.075210872	0.85968966	0.401328559
545-Latino	19837	0	0	1	25.6	104226	0.482557135	0.186168461	0.813860772	0.515857967
546-Latino	11290	0	0	1	25	357685	0.479614745	0.107288889	0.662920184	0.326763525
548-Latino	22481	0	0	1	28.9	1016420	0.482208142	0.276301865	0.651571662	0.509845051
556-Latino	13281	0	0	1	22.5	79210	0.490695619	0.167401518	0.751078678	0.434750613
566-Latino	11699	0	0	1	27.6	17713	0.457912268	0.091583706	0.740362459	0.322311396
104-White	32453	0	0	0	43.7	986750	0.51061059	0.313769691	0.988241388	0.422430904
106-White	37359	0	0	0	49	466159	0.510907223	0.452970868	0.98858979	0.399764145
108-White	30129	0	0	0	41.1	177255	0.512239429	0.268947815	0.994937739	0.456018133
118-White	29036	0	0	0	39.9	356911	0.502385749	0.279344674	0.995747053	0.453265133
120-White	27287	0	0	0	46.3	400686	0.522002266	0.322213886	0.995774854	0.352041642
122-White	35161	0	0	0	40.7	3151182	0.508122032	0.388781514	0.988019341	0.434911307
140-White	27590	0	0	0	44.3	161523	0.506212738	0.312383569	0.99652217	0.303867237
142-White	29962	0	0	0	42	866305	0.513148372	0.289033178	0.99583928	0.401544363
144-White	24146	0	0	0	34.4	185382	0.503058549	0.305103263	0.994504469	0.344392715
145-White	31519	0	0	0	37.1	188720	0.514820899	0.354806829	0.997032376	0.426474473
146-White	24404	0	0	0	42.6	244445	0.50997975	0.184030347	0.987582208	0.38472894
147-White	25296	0	0	0	37.8	576473	0.502606367	0.305243117	0.992337321	0.399240193
148-White	39363	0	0	0	43.2	6171574	0.514882265	0.406871326	0.973777369	0.426077847
150-White	22837	0	0	0	38.6	186303	0.511934859	0.205725317	0.989166349	0.376552846
154-White	31455	0	0	0	54.7	44970	0.496108517	0.30539969	0.959950024	0.284990435
160-White	29994	0	0	0	44.1	968003	0.514264935	0.304293349	0.98738027	0.404771346
162-White	37446	0	0	0	55.7	668137	0.51533892	0.318244428	0.983577596	0.28832419
168-White	30866	0	0	0	37.3	367611	0.505640473	0.348929149	0.991360367	0.460555973
170-White	24323	0	0	0	42	654775	0.514430148	0.193694905	0.998382878	0.356989537
172-White	32724	0	0	0	41.2	1580576	0.510539829	0.335366863	0.992111006	0.43013254
174-White	24655	0	0	0	41.9	750172	0.514166085	0.201871746	0.996004649	0.386283086
176-White	39472	0	0	0	42.1	5482209	0.5095778	0.408087751	0.95683375	0.437187455
178-White	30356	0	0	0	39.8	1779894	0.509043797	0.309498131	0.995061856	0.428377313
184-White	29763	0	0	0	43.7	2701795	0.513416081	0.283397005	0.983460603	0.408733707
185-White	24096	0	0	0	42.3	18207	0.486845719	0.297229026	0.994567102	0.360775609
188-White	24874	0	0	0	36	36547	0.494103483	0.301397123	0.98869858	0.434074074
190-White	26476	0	0	0	33.6	180723	0.51584469	0.388205128	0.994265317	0.412008531
192-White	29473	0	0	0	41.1	506845	0.508715682	0.3313368	0.995432225	0.418788964
194-White	27743	0	0	0	35.8	272412	0.498579358	0.306667719	0.994004703	0.400562189
198-White	29656	0	0	0	38.9	1849706	0.507122213	0.306304671	0.991928856	0.436228224
204-White	33917	0	0	0	45.5	169101	0.498057374	0.296881017	0.991049417	0.428689223
206-White	38593	0	0	0	41.3	3605573	0.510036269	0.381365648	0.988306919	0.47448839
209-White	29423	0	0	0	43.1	388759	0.511540569	0.247358409	0.994173017	0.423249797
212-White	26873	0	0	0	41.9	873067	0.511933219	0.241643962	0.99450896	0.391501177
216-White	40200	0	0	0	40.2	2150293	0.503075162	0.475240556	0.989732444	0.467618142
217-White	22979	0	0	0	34.7	66465	0.486150606	0.182466111	0.995697563	0.423740883
218-White	31810	0	0	0	37.3	627601	0.507921434	0.362229337	0.991585048	0.481054928
220-White	31200	0	0	0	42.6	3676565	0.508366097	0.304132559	0.970542519	0.380788324
221-White	26129	0	0	0	44.9	80200	0.505224439	0.170097827	0.992815016	0.39252764
222-White	25988	0	0	0	42.1	175983	0.50828205	0.213478682	0.996073716	0.41187578
232-White	25391	0	0	0	37.4	192589	0.501300697	0.254104608	0.994233607	0.3999267
233-White	42260	0	0	0	41.5	88895	0.478328365	0.482922402	0.990790456	0.464327501
236-White	26160	0	0	0	42.9	170301	0.510824951	0.20943475	0.992975489	0.377659958
238-White	32862	0	0	0	40.7	175213	0.475061782	0.408799185	0.975280994	0.413350721
240-White	25084	0	0	0	42.1	325004	0.510393718	0.243886541	0.984604269	0.382390772
244-White	30508	0	0	0	33.6	216878	0.498759671	0.34157691	0.990811488	0.493895741
246-White	25267	0	0	0	36.3	222334	0.50387705	0.232444714	0.9936128	0.438772393
248-White	25586	0	0	0	40.9	119252	0.509291249	0.208270612	0.995539792	0.403161892
258-White	25967	0	0	0	39.8	513945	0.50911868	0.229596013	0.989371518	0.425812938
260-White	31285	0	0	0	45.5	356350	0.515852392	0.282088737	0.98282817	0.334243477
264-White	27285	0	0	0	37.9	223578	0.506127615	0.345575824	0.990578066	0.355772237
266-White	26813	0	0	0	39.5	1135313	0.506808255	0.283662174	0.992596563	0.389650629
267-White	29057	0	0	0	42.1	302095	0.50465582	0.247187803	0.995343976	0.43669544
268-White	28354	0	0	0	44.2	1064986	0.518071599	0.277371449	0.994832972	0.394591478
273-White	25528	0	0	0	42	1005914	0.51354589	0.264391418	0.992257638	0.373724986
274-White	28517	0	0	0	37.5	129243	0.519262165	0.33377268	0.992535495	0.390348633
276-White	30570	0	0	0	43.4	1023293	0.511057928	0.254984138	0.991902105	0.440216051
277-White	25809	0	0	0	40.8	209828	0.519949673	0.259841572	0.98761108	0.390423772
278-White	40217	0	0	0	45.3	1065505	0.511864327	0.388096276	0.97397209	0.423060886
280-White	22447	0	0	0	44.4	338636	0.510435984	0.180734824	0.997217356	0.368302126
288-White	43053	0	0	0	42	2499025	0.502528386	0.392688073	0.98590277	0.471106192
290-White	30672	0	0	0	42.5	490491	0.507913499	0.308446276	0.996741523	0.409218728
292-White	21438	0	0	0	31.5	194997	0.501874388	0.261084602	0.996962837	0.371606268
294-White	29243	0	0	0	39.4	1783864	0.51059666	0.304971857	0.994722971	0.430659285
296-White	28485	0	0	0	35.4	126798	0.512145302	0.386822637	0.9906285	0.370892365
298-White	31210	0	0	0	41.5	320964	0.514886405	0.346898978	0.994689143	0.44624281
300-White	30999	0	0	0	42.2	985614	0.506734888	0.28673257	0.986352203	0.411217031
304-White	23325	0	0	0	43.9	475888	0.514186111	0.206371983	0.998539034	0.361384322
306-White	23255	0	0	0	45.7	204807	0.50592509	0.171036155	0.994438703	0.362424292
308-White	22974	0	0	0	38.7	141053	0.511509858	0.214416039	0.996575962	0.397671742
309-White	22733	0	0	0	39.9	172450	0.512908089	0.198451573	0.995018949	0.409144673
310-White	25472	0	0	0	40.4	424064	0.510267318	0.265013467	0.993429776	0.368784955
312-White	32143	0	0	0	39.4	1791243	0.508642323	0.358951076	0.994326074	0.458017749
314-White	25375	0	0	0	42.4	961042	0.513822497	0.239621396	0.995754069	0.381868004
316-White	23443	0	0	0	42.5	104451	0.507817063	0.173759632	0.993380232	0.353310368
318-White	29115	0	0	0	38.8	402377	0.510461582	0.21054854	0.98091495	0.432998107
320-White	24486	0	0	0	33.8	195889	0.498966251	0.277251205	0.994374447	0.391672141
330-White	27356	0	0	0	39.1	428376	0.512449344	0.2947707	0.991525216	0.365259157
332-White	31991	0	0	0	45.6	1123748	0.491426014	0.242308975	0.984602136	0.370988966
336-White	27839	0	0	0	38.3	577410	0.514881973	0.322845788	0.994070752	0.404550526
338-White	24159	0	0	0	41.1	197344	0.502675531	0.175620388	0.996876901	0.399643227
339-White	29190	0	0	0	35.8	282642	0.503173626	0.364614891	0.988441025	0.473943328
340-White	28554	0	0	0	40.3	612225	0.509000776	0.283282998	0.994412035	0.443813268
346-White	27119	0	0	0	42.3	184123	0.507492274	0.199422276	0.99657229	0.411845968
348-White	43759	0	0	0	45.3	5964713	0.501338455	0.406531031	0.954401884	0.379868289
350-White	28678	0	0	0	40.9	1169414	0.510754104	0.26335857	0.993321592	0.424383201
352-White	30495	0	0	0	35.8	178194	0.510213587	0.352225138	0.994145989	0.423897763
356-White	27481	0	0	0	42.1	224683	0.50924636	0.253880761	0.997979712	0.400582547
357-White	32528	0	0	0	39.9	712620	0.507478039	0.364146475	0.993811817	0.450383042
358-White	25057	0	0	0	26.9	100814	0.481887436	0.362778263	0.997857411	0.452118384
359-White	27639	0	0	0	35.6	112849	0.502095721	0.295641065	0.994832841	0.429007454
360-White	22581	0	0	0	42.6	198487	0.509922564	0.160521203	0.989692974	0.364052169
362-White	20970	0	0	0	42.2	61491	0.514319169	0.185791836	0.997061236	0.331945154
365-White	30331	0	0	0	55.9	60808	0.496447836	0.289128289	0.95798607	0.268504633
366-White	24916	0	0	0	47.8	243965	0.516365052	0.241598306	0.994020657	0.283389368
368-White	34359	0	0	0	42	620039	0.509417956	0.340220836	0.993874788	0.45046321
370-White	39143	0	0	0	49.9	2373339	0.508149068	0.369684338	0.961971105	0.364405764
372-White	40868	0	0	0	41	132414	0.507703113	0.278460226	0.992382299	0.491765905
376-White	33621	0	0	0	43.2	1457766	0.509078275	0.342533929	0.989245482	0.437873238
378-White	37039	0	0	0	40.5	2974488	0.507112148	0.395287757	0.991730833	0.46808102
380-White	27644	0	0	0	42.4	400916	0.512760778	0.270562527	0.994354694	0.394169474
382-White	28400	0	0	0	43.5	316926	0.51320182	0.205402702	0.966020772	0.335280445
384-White	25713	0	0	0	40	145615	0.512460942	0.264918362	0.995966921	0.412625693
390-White	24934	0	0	0	36.2	174579	0.498496383	0.2784459	0.996586146	0.3904769
393-White	24386	0	0	0	42.9	58654	0.501534422	0.19105029	0.991394148	0.367340039
394-White	19859	0	0	0	32.6	97823	0.507907138	0.218693112	0.99520849	0.302915067
396-White	27290	0	0	0	49	346620	0.515792511	0.259085624	0.991320741	0.314073321
400-White	30563	0	0	0	39.4	1376662	0.511803914	0.318493179	0.991603527	0.442472015
404-White	28505	0	0	0	45	144942	0.501876613	0.243713364	0.996953503	0.382807679
406-White	32342	0	0	0	41.9	803979	0.509014539	0.303782902	0.992936266	0.426889358
408-White	46601	0	0	0	43.9	12069715	0.513356778	0.443764172	0.94468477	0.421993741
412-White	32285	0	0	0	56.2	724152	0.521354633	0.292491974	0.983729478	0.286500901
416-White	30809	0	0	0	39.8	916120	0.510420032	0.306946983	0.996362146	0.451124166
420-White	32021	0	0	0	38.5	723779	0.508568223	0.347139045	0.993640027	0.490065789
422-White	29654	0	0	0	46.3	1672800	0.508490555	0.298794829	0.985075046	0.367454966
424-White	24206	0	0	0	44	118134	0.518783754	0.189811078	0.995968643	0.365443283
425-White	23465	0	0	0	43.3	147300	0.514338086	0.16490641	0.998688285	0.363854882
426-White	29408	0	0	0	41.8	352101	0.50995595	0.254070534	0.99559054	0.417438957
428-White	37401	0	0	0	43.2	4589896	0.513933213	0.364009234	0.982321651	0.419470443
430-White	30235	0	0	0	44.8	2323409	0.515010056	0.29634331	0.991884949	0.405364489
438-White	31101	0	0	0	43.7	580346	0.514050239	0.337771569	0.989060086	0.420698442
440-White	31547	0	0	0	41.1	2267516	0.508806553	0.34236566	0.983086574	0.379484195
444-White	25520	0	0	0	46.8	121911	0.50054548	0.249109577	0.994987404	0.333077774
446-White	23020	0	0	0	27	71496	0.489314088	0.463736552	0.99369609	0.307448469
448-White	22958	0	0	0	42	107647	0.51291722	0.194489834	0.995985243	0.419224388
450-White	35795	0	0	0	40	1198517	0.512187145	0.460945939	0.992981188	0.450487982
452-White	28812	0	0	0	41.5	137440	0.497715367	0.274912669	0.996857332	0.453073774
454-White	24408	0	0	0	46.1	190421	0.510563436	0.174266268	0.994428246	0.285458816
456-White	33044	0	0	0	45.8	399400	0.496209314	0.295555511	0.992419657	0.37523017
462-White	33063	0	0	0	41.3	213877	0.510410189	0.316235109	0.992526866	0.466319185
464-White	30418	0	0	0	43.5	928868	0.512078142	0.33375	0.986498295	0.40762472
466-White	28257	0	0	0	44.4	336067	0.512445435	0.224304867	0.98992322	0.392838875
468-White	27057	0	0	0	47.4	140448	0.516447368	0.212968813	0.995218198	0.393753135
470-White	21296	0	0	0	42.6	90542	0.517803892	0.17331547	0.996651435	0.339034435
472-White	34734	0	0	0	44	1374646	0.511789944	0.337361648	0.969099889	0.355243389
474-White	25859	0	0	0	43.6	313304	0.511595766	0.225885275	0.994256338	0.34902925
476-White	32331	0	0	0	41.5	2184650	0.509769071	0.328701456	0.990284622	0.43510395
482-White	27141	0	0	0	31.2	1852657	0.499270507	0.344811084	0.991809072	0.427143654
488-White	53615	0	0	0	45.8	3473636	0.500764617	0.496483266	0.971920815	0.403991465
496-White	28488	0	0	0	36.3	288558	0.502179804	0.321481435	0.995442788	0.418755422
500-White	38424	0	0	0	42	3044815	0.501123057	0.377791445	0.98185862	0.421287487
512-White	26954	0	0	0	40.1	144406	0.509722588	0.240328865	0.997369581	0.450842167
515-White	25368	0	0	0	42.2	557122	0.511785569	0.238484001	0.987588134	0.386700117
518-White	26135	0	0	0	40.7	590801	0.505264886	0.26805044	0.986462247	0.358422894
520-White	23249	0	0	0	39.4	482307	0.513187658	0.245102976	0.989124717	0.378272422
521-White	31498	0	0	0	44.3	510929	0.519958742	0.329494684	0.975313321	0.380432518
522-White	29933	0	0	0	42.9	267578	0.517034285	0.281286586	0.995895709	0.430451411
524-White	25275	0	0	0	37.5	211904	0.490552326	0.292074317	0.992418375	0.360441667
532-White	29088	0	0	0	42.5	622506	0.511680209	0.291960216	0.988269216	0.402128225
533-White	30366	0	0	0	38.7	225547	0.507193623	0.413598627	0.996422182	0.413503289
534-White	27270	0	0	0	41.2	499361	0.511882185	0.256265193	0.994139216	0.385719587
536-White	32919	0	0	0	48.9	545147	0.507516321	0.380806726	0.99002732	0.339253825
538-White	30074	0	0	0	42.5	743150	0.512508915	0.282728155	0.996035501	0.435568609
540-White	29990	0	0	0	42.8	163582	0.517679207	0.28440737	0.995997757	0.398572885
544-White	33554	0	0	0	47	56133	0.511713252	0.221098713	0.995997232	0.443995686
545-White	33941	0	0	0	40.4	1036906	0.49833061	0.328295919	0.992532084	0.467850024
546-White	28678	0	0	0	42.8	193708	0.498348029	0.220228772	0.982776857	0.371961881
548-White	48694	0	0	0	41.4	5026589	0.507643454	0.492693014	0.984088929	0.489963461
554-White	27065	0	0	0	42.9	282916	0.502435352	0.218350427	0.995888133	0.416039463
556-White	28378	0	0	0	39.7	496758	0.506850418	0.304936075	0.994598013	0.447117239
558-White	23770	0	0	0	42	144836	0.508727112	0.185023085	0.991297768	0.39410928
566-White	24405	0	0	0	45.3	569655	0.512775276	0.19401504	0.990720035	0.358844339
