Stat ID	Income	Asian	Black	Latino	White	Age	Female	College	Good English	Full-time Job
260-Asian	18170	1	0	0	0	28.9	0.512203256	0.264140005	0.619735958	0.309211821
260-Asian	18170	1	0	0	0	28.9	0.512203256	0.264140005	0.619735958	0.309211821
218-Asian	23305	1	0	0	0	28.8	0.501674945	0.500897308	0.620618301	0.396309926
218-Asian	23305	1	0	0	0	28.8	0.501674945	0.500897308	0.620618301	0.396309926
420-Latino	13503	0	0	1	0	23.3	0.474777756	0.199492136	0.621676052	0.452132579
168-Asian	26617	1	0	0	0	28.9	0.512282455	0.715680804	0.622916854	0.376924656
168-Asian	26617	1	0	0	0	28.9	0.512282455	0.715680804	0.622916854	0.376924656
122-Asian	27452	1	0	0	0	34.2	0.514550214	0.529308086	0.625703122	0.434645411
122-Asian	27452	1	0	0	0	34.2	0.514550214	0.529308086	0.625703122	0.434645411
266-Asian	19972	1	0	0	0	31.1	0.530767314	0.364107525	0.625877677	0.399509937
266-Asian	19972	1	0	0	0	31.1	0.530767314	0.364107525	0.625877677	0.399509937
314-Latino	13298	0	0	1	0	25.1	0.462658348	0.169424504	0.626039315	0.462303048
412-Latino	14021	0	0	1	0	28.5	0.475842367	0.125755711	0.626589991	0.389743661
294-Latino	14488	0	0	1	0	24.4	0.467788592	0.173979441	0.629663283	0.44119182
148-Asian	32811	1	0	0	0	32.6	0.525500943	0.55834597	0.63173725	0.434861195
148-Asian	32811	1	0	0	0	32.6	0.525500943	0.55834597	0.63173725	0.434861195
416-Latino	12404	0	0	1	0	23.5	0.475215742	0.200796007	0.633509258	0.446780067
346-Latino	11478	0	0	1	0	22.9	0.461107375	0.111013296	0.636135937	0.466788568
406-Latino	20052	0	0	1	0	31	0.466495834	0.148120855	0.636154045	0.432866248
368-Asian	30986	1	0	0	0	34.8	0.528466657	0.501101508	0.636988251	0.446945496
368-Asian	30986	1	0	0	0	34.8	0.528466657	0.501101508	0.636988251	0.446945496
176-Latino	15939	0	0	1	0	27.3	0.485901936	0.20004695	0.64013253	0.425358502
440-Asian	28340	1	0	0	0	36.3	0.540251589	0.442705471	0.644594388	0.41408023
440-Asian	28340	1	0	0	0	36.3	0.540251589	0.442705471	0.644594388	0.41408023
148-Latino	16734	0	0	1	0	26.9	0.502136575	0.230214153	0.645023626	0.366776204
378-Asian	24701	1	0	0	0	28.3	0.514040023	0.436066324	0.645141089	0.450294396
378-Asian	24701	1	0	0	0	28.3	0.514040023	0.436066324	0.645141089	0.450294396
464-Asian	25801	1	0	0	0	30	0.522978036	0.529295886	0.645220521	0.409682207
464-Asian	25801	1	0	0	0	30	0.522978036	0.529295886	0.645220521	0.409682207
365-Latino	12567	0	0	1	0	27	0.513423276	0.283327003	0.64631349	0.339842485
192-Asian	22359	1	0	0	0	31.7	0.529065301	0.487550201	0.646715629	0.40451664
192-Asian	22359	1	0	0	0	31.7	0.529065301	0.487550201	0.646715629	0.40451664
294-Asian	31032	1	0	0	0	33.1	0.516734458	0.587816654	0.646924778	0.454968944
294-Asian	31032	1	0	0	0	33.1	0.516734458	0.587816654	0.646924778	0.454968944
540-Latino	11652	0	0	1	0	23.2	0.476278036	0.126786688	0.646997858	0.409458122
288-Asian	32711	1	0	0	0	35.8	0.510840471	0.538281584	0.648042674	0.471211185
288-Asian	32711	1	0	0	0	35.8	0.510840471	0.538281584	0.648042674	0.471211185
382-Asian	20571	1	0	0	0	31	0.520304622	0.286518633	0.648053035	0.326654741
382-Asian	20571	1	0	0	0	31	0.520304622	0.286518633	0.648053035	0.326654741
500-Asian	32313	1	0	0	0	36.3	0.536485324	0.466694263	0.651305412	0.440704112
500-Asian	32313	1	0	0	0	36.3	0.536485324	0.466694263	0.651305412	0.440704112
216-Asian	30078	1	0	0	0	34.1	0.540181559	0.491831515	0.651441493	0.452974083
216-Asian	30078	1	0	0	0	34.1	0.540181559	0.491831515	0.651441493	0.452974083
548-Latino	22481	0	0	1	0	28.9	0.482208142	0.276301865	0.651571662	0.509845051
515-Latino	11282	0	0	1	0	22.2	0.475444626	0.123717636	0.651752031	0.389667161
472-Asian	24756	1	0	0	0	34.3	0.523072623	0.386120518	0.652312564	0.35930231
472-Asian	24756	1	0	0	0	34.3	0.523072623	0.386120518	0.652312564	0.35930231
488-Asian	38537	1	0	0	0	38.4	0.524018658	0.523388018	0.652944157	0.431036533
488-Asian	38537	1	0	0	0	38.4	0.524018658	0.523388018	0.652944157	0.431036533
276-Asian	29924	1	0	0	0	34.1	0.534747884	0.506760019	0.654105094	0.444249523
276-Asian	29924	1	0	0	0	34.1	0.534747884	0.506760019	0.654105094	0.444249523
212-Asian	31555	1	0	0	0	36.3	0.564156285	0.513823727	0.654447439	0.448107879
212-Asian	31555	1	0	0	0	36.3	0.564156285	0.513823727	0.654447439	0.448107879
238-Latino	15309	0	0	1	0	29.8	0.521126743	0.290163206	0.654773389	0.377830296
378-Latino	15909	0	0	1	0	24.2	0.476284928	0.197412649	0.655373437	0.448741497
430-Asian	36771	1	0	0	0	31.4	0.51007522	0.705093217	0.655707906	0.423213528
430-Asian	36771	1	0	0	0	31.4	0.51007522	0.705093217	0.655707906	0.423213528
348-Latino	15388	0	0	1	0	28.2	0.498570909	0.231976254	0.656441252	0.386992445
312-Asian	28889	1	0	0	0	32.1	0.518428658	0.515576628	0.657578852	0.459499908
312-Asian	28889	1	0	0	0	32.1	0.518428658	0.515576628	0.657578852	0.459499908
400-Asian	29413	1	0	0	0	32.7	0.523125759	0.498781324	0.657699172	0.481033376
400-Asian	29413	1	0	0	0	32.7	0.523125759	0.498781324	0.657699172	0.481033376
184-Asian	33296	1	0	0	0	33.9	0.524518147	0.614653123	0.659976326	0.453123122
184-Asian	33296	1	0	0	0	33.9	0.524518147	0.614653123	0.659976326	0.453123122
206-Asian	31621	1	0	0	0	34	0.514097425	0.558170008	0.660172793	0.470087397
206-Asian	31621	1	0	0	0	34	0.514097425	0.558170008	0.660172793	0.470087397
192-Latino	15457	0	0	1	0	25.5	0.453956724	0.20023291	0.660181131	0.483188599
350-Asian	29535	1	0	0	0	32.3	0.527154688	0.535626698	0.660271639	0.445585445
350-Asian	29535	1	0	0	0	32.3	0.527154688	0.535626698	0.660271639	0.445585445
357-Latino	15014	0	0	1	0	23.1	0.471553633	0.194019822	0.661727536	0.467641588
546-Latino	11290	0	0	1	0	25	0.479614745	0.107288889	0.662920184	0.326763525
106-Asian	29113	1	0	0	0	37.8	0.586850807	0.488692164	0.665716757	0.431966971
106-Asian	29113	1	0	0	0	37.8	0.586850807	0.488692164	0.665716757	0.431966971
440-Latino	13435	0	0	1	0	24	0.478027178	0.220167175	0.665861762	0.391313137
456-Asian	24041	1	0	0	0	38.7	0.536932265	0.376378754	0.666082311	0.42951007
456-Asian	24041	1	0	0	0	38.7	0.536932265	0.376378754	0.666082311	0.42951007
538-Latino	13406	0	0	1	0	23.5	0.472663253	0.177707385	0.66641195	0.476728438
376-Asian	28631	1	0	0	0	29.8	0.515863667	0.502065449	0.666519953	0.418760469
376-Asian	28631	1	0	0	0	29.8	0.515863667	0.502065449	0.666519953	0.418760469
273-Asian	24060	1	0	0	0	32.7	0.538337215	0.429447394	0.666819642	0.449905135
273-Asian	24060	1	0	0	0	32.7	0.538337215	0.429447394	0.666819642	0.449905135
172-Asian	29278	1	0	0	0	32.8	0.514056225	0.516145057	0.668554061	0.477792103
172-Asian	29278	1	0	0	0	32.8	0.514056225	0.516145057	0.668554061	0.477792103
332-Latino	14378	0	0	1	0	27.1	0.489717144	0.163211188	0.668628917	0.414770227
482-Asian	24681	1	0	0	0	32.6	0.542768691	0.474889135	0.669023828	0.427766554
482-Asian	24681	1	0	0	0	32.6	0.542768691	0.474889135	0.669023828	0.427766554
357-Asian	25460	1	0	0	0	27.9	0.514482855	0.598421745	0.669121813	0.38040333
357-Asian	25460	1	0	0	0	27.9	0.514482855	0.598421745	0.669121813	0.38040333
154-Latino	12161	0	0	1	0	28.8	0.517800358	0.267904509	0.6706774	0.339914671
350-Latino	14993	0	0	1	0	25.4	0.467530983	0.17270687	0.672554019	0.43672469
218-Latino	14068	0	0	1	0	22.4	0.474536211	0.17658258	0.673029871	0.477371269
488-Latino	18627	0	0	1	0	28.4	0.488881265	0.229219057	0.673336836	0.386195141
278-Asian	34125	1	0	0	0	32.3	0.514724955	0.574832797	0.677012493	0.47058103
278-Asian	34125	1	0	0	0	32.3	0.514724955	0.574832797	0.677012493	0.47058103
176-Asian	33523	1	0	0	0	35.9	0.522071142	0.621575916	0.677973544	0.455845159
176-Asian	33523	1	0	0	0	35.9	0.522071142	0.621575916	0.677973544	0.455845159
178-Latino	18258	0	0	1	0	24	0.472148183	0.159657812	0.678437865	0.450290851
382-Latino	12844	0	0	1	0	25.3	0.491645146	0.163780201	0.682952725	0.315691471
476-Asian	31249	1	0	0	0	33.8	0.526531195	0.626823983	0.6843882	0.43903423
476-Asian	31249	1	0	0	0	33.8	0.526531195	0.626823983	0.6843882	0.43903423
220-Asian	33242	1	0	0	0	33.9	0.512548392	0.653689623	0.686188075	0.42697195
220-Asian	33242	1	0	0	0	33.9	0.512548392	0.653689623	0.686188075	0.42697195
198-Latino	15081	0	0	1	0	24.8	0.470174982	0.189833413	0.688237664	0.436634739
332-Asian	26279	1	0	0	0	40	0.548873173	0.352576947	0.690631433	0.428139223
332-Asian	26279	1	0	0	0	40	0.548873173	0.352576947	0.690631433	0.428139223
300-Asian	31860	1	0	0	0	37.7	0.53393921	0.457075645	0.690792586	0.459631658
300-Asian	31860	1	0	0	0	37.7	0.53393921	0.457075645	0.690792586	0.459631658
548-Asian	39501	1	0	0	0	36	0.528441205	0.615534756	0.690850011	0.506022761
548-Asian	39501	1	0	0	0	36	0.528441205	0.615534756	0.690850011	0.506022761
428-Latino	15600	0	0	1	0	26.2	0.490401906	0.177276691	0.692696859	0.377386228
198-Asian	34984	1	0	0	0	32.1	0.513696617	0.667052378	0.694367066	0.479094866
198-Asian	34984	1	0	0	0	32.1	0.513696617	0.667052378	0.694367066	0.479094866
376-Latino	13812	0	0	1	0	24.6	0.48288677	0.119438699	0.69486678	0.427556763
456-Latino	14001	0	0	1	0	25.5	0.4867231	0.222164072	0.695071574	0.381275425
178-Asian	31799	1	0	0	0	32.5	0.529376787	0.628048135	0.696199097	0.475126387
178-Asian	31799	1	0	0	0	32.5	0.529376787	0.628048135	0.696199097	0.475126387
260-Latino	12352	0	0	1	0	25.6	0.491875059	0.137789335	0.696545382	0.317108293
104-Asian	26356	1	0	0	0	30.7	0.518344337	0.588954893	0.696750436	0.370115392
104-Asian	26356	1	0	0	0	30.7	0.518344337	0.588954893	0.696750436	0.370115392
258-Latino	13690	0	0	1	0	22.9	0.484142972	0.144439449	0.698821218	0.43836886
422-Latino	15581	0	0	1	0	31	0.507298729	0.183885785	0.704142799	0.386841168
370-Asian	30169	1	0	0	0	37.9	0.529887531	0.487397469	0.706916437	0.442704512
370-Asian	30169	1	0	0	0	37.9	0.529887531	0.487397469	0.706916437	0.442704512
496-Latino	16008	0	0	1	0	25.5	0.463694507	0.193373451	0.710746472	0.476227414
466-Latino	12779	0	0	1	0	23.2	0.482230404	0.085706932	0.71108454	0.387924317
194-Latino	15720	0	0	1	0	25.1	0.449023522	0.139111636	0.714349675	0.427559852
278-Latino	16133	0	0	1	0	26.8	0.50535567	0.184531975	0.716693528	0.356845143
521-Latino	12484	0	0	1	0	24.6	0.521345202	0.197423237	0.71899999	0.256919967
482-Latino	13280	0	0	1	0	23.9	0.485157387	0.223548899	0.719410234	0.429241891
536-Asian	23994	1	0	0	0	33.4	0.543220434	0.461246423	0.720014097	0.357972358
536-Asian	23994	1	0	0	0	33.4	0.543220434	0.461246423	0.720014097	0.357972358
312-Latino	14908	0	0	1	0	25.1	0.481243466	0.171243129	0.721992497	0.43186132
450-Asian	34062	1	0	0	0	33.2	0.513120671	0.681274602	0.723054774	0.491541161
450-Asian	34062	1	0	0	0	33.2	0.513120671	0.681274602	0.723054774	0.491541161
422-Asian	25940	1	0	0	0	36.2	0.534245647	0.470824776	0.72512833	0.416020175
422-Asian	25940	1	0	0	0	36.2	0.534245647	0.470824776	0.72512833	0.416020175
266-Latino	12510	0	0	1	0	22.7	0.484868796	0.116048152	0.725719603	0.374296835
545-Asian	27452	1	0	0	0	37.9	0.543266687	0.435067795	0.727855576	0.45837242
545-Asian	27452	1	0	0	0	37.9	0.543266687	0.435067795	0.727855576	0.45837242
276-Latino	13339	0	0	1	0	23.8	0.482500594	0.136821449	0.727951832	0.369209285
500-Latino	18160	0	0	1	0	25.4	0.476212514	0.207050082	0.731793624	0.414735305
142-Asian	27052	1	0	0	0	34.4	0.549206552	0.582990135	0.733596073	0.496178187
142-Asian	27052	1	0	0	0	34.4	0.549206552	0.582990135	0.733596073	0.496178187
246-Latino	14650	0	0	1	0	24.2	0.478621224	0.1630777	0.737811314	0.451794764
340-Latino	13143	0	0	1	0	24.7	0.437361378	0.192884403	0.738672377	0.430476263
372-Latino	19143	0	0	1	0	25.8	0.496927918	0.170354223	0.739967332	0.4901519
566-Latino	11699	0	0	1	0	27.6	0.457912268	0.091583706	0.740362459	0.322311396
472-Latino	16225	0	0	1	0	26.4	0.495448499	0.19308334	0.745451765	0.353353179
556-Latino	13281	0	0	1	0	22.5	0.490695619	0.167401518	0.751078678	0.434750613
216-Latino	16258	0	0	1	0	26.7	0.492504247	0.254532599	0.757677925	0.420571143
147-Latino	12307	0	0	1	0	23	0.482049533	0.227552674	0.767791282	0.380302407
464-Latino	13634	0	0	1	0	24.9	0.498685605	0.129142307	0.769915027	0.326375635
300-Latino	19717	0	0	1	0	29	0.492619828	0.16692315	0.772346259	0.43582306
212-Latino	19537	0	0	1	0	24.8	0.482246111	0.179233869	0.781369434	0.340193556
454-Latino	12949	0	0	1	0	24.9	0.489513022	0.133596838	0.784651009	0.312815388
476-Latino	20072	0	0	1	0	26.4	0.479460501	0.168286172	0.786118348	0.436492377
310-Latino	13105	0	0	1	0	22.8	0.496985299	0.17616113	0.790258987	0.359854366
184-Latino	16463	0	0	1	0	25.7	0.496241556	0.1408617	0.791431999	0.393001391
188-Latino	12443	0	0	1	0	24.2	0.48894673	0.082906858	0.791526779	0.412809896
209-Latino	14627	0	0	1	0	24.2	0.481056638	0.137617516	0.791829075	0.423366384
108-Latino	13863	0	0	1	0	25	0.485298767	0.092894428	0.796763145	0.456633443
536-Latino	14701	0	0	1	0	27.7	0.511311137	0.219498581	0.798027117	0.360938711
532-Latino	15116	0	0	1	0	22.5	0.488718958	0.135219506	0.801529653	0.29052537
220-Latino	16569	0	0	1	0	25.7	0.495858598	0.166624515	0.808174585	0.361832199
545-Latino	19837	0	0	1	0	25.6	0.482557135	0.186168461	0.813860772	0.515857967
160-Latino	14401	0	0	1	0	24.5	0.506335091	0.145404546	0.820394026	0.315975703
533-Latino	14515	0	0	1	0	24.9	0.48810292	0.215194327	0.821555002	0.350759376
162-Black	12745	0	1	0	0	30.6	0.52219194	0.110443876	0.833232411	0.327793049
148-Black	20664	0	1	0	0	31.3	0.515880582	0.230214153	0.834801952	0.386368751
204-Latino	17809	0	0	1	0	30.7	0.509036048	0.160742036	0.8376258	0.420645099
104-Latino	15243	0	0	1	0	23.8	0.479720681	0.172701884	0.840657102	0.373384221
264-Latino	16125	0	0	1	0	24	0.495914971	0.140359398	0.843435158	0.305292918
106-Latino	18249	0	0	1	0	31.3	0.504271735	0.308990133	0.852127983	0.38840181
544-Latino	16069	0	0	1	0	28.8	0.501623221	0.075210872	0.85968966	0.401328559
352-Latino	14705	0	0	1	0	25.8	0.497988665	0.112864902	0.860444109	0.427731852
370-Black	15973	0	1	0	0	32.1	0.526101338	0.170048217	0.862667826	0.365601835
430-Latino	20285	0	0	1	0	26.3	0.477906822	0.165802858	0.877093654	0.370590013
378-Black	15986	0	1	0	0	27.2	0.496748625	0.197412649	0.881471815	0.350120035
444-Latino	14751	0	0	1	0	31.6	0.486157359	0.055207026	0.890742877	0.315284607
330-Latino	16301	0	0	1	0	24.2	0.498627197	0.249144482	0.89291284	0.340314853
534-Latino	13818	0	0	1	0	23.9	0.506124708	0.125047283	0.892918631	0.378175631
500-Black	22233	0	1	0	0	32.5	0.46274897	0.207050082	0.895948227	0.401779078
