Stat ID	Income	Asian	Black	Latino	White	Age	Female	College	Good English	Full-time Job
220-White	31200	0	0	0	1	42.6	0.508366097	0.304132559	0.970542519	0.380788324
266-Black	13434	0	1	0	0	28.8	0.492066211	0.116048152	0.971018878	0.258736677
488-White	53615	0	0	0	1	45.8	0.500764617	0.496483266	0.971920815	0.403991465
332-Black	19682	0	1	0	0	32.9	0.501110932	0.163211188	0.972867833	0.357251377
488-Black	25119	0	1	0	0	37.2	0.511640122	0.229219057	0.973049728	0.325585115
148-White	39363	0	0	0	1	43.2	0.514882265	0.406871326	0.973777369	0.426077847
278-White	40217	0	0	0	1	45.3	0.511864327	0.388096276	0.97397209	0.423060886
104-Black	17317	0	1	0	0	29.9	0.496115012	0.172701884	0.974681542	0.346526826
238-White	32862	0	0	0	1	40.7	0.475061782	0.408799185	0.975280994	0.413350721
521-White	31498	0	0	0	1	44.3	0.519958742	0.329494684	0.975313321	0.380432518
160-Black	15324	0	1	0	0	31.8	0.532319364	0.145404546	0.975573069	0.274790897
178-Black	17334	0	1	0	0	31.9	0.525612387	0.159657812	0.97632881	0.342596849
428-Black	19495	0	1	0	0	33.4	0.532839064	0.177276691	0.977759497	0.350659901
350-Black	17740	0	1	0	0	32.8	0.522378537	0.17270687	0.978173299	0.363856795
122-Black	19968	0	1	0	0	32.4	0.535971154	0.265155578	0.978870398	0.411189233
348-Black	22816	0	1	0	0	35.9	0.521652958	0.231976254	0.979618144	0.336880986
260-Black	15154	0	1	0	0	30.6	0.514921324	0.137789335	0.97994421	0.251908205
206-Black	20651	0	1	0	0	32.1	0.530707737	0.233384693	0.980077043	0.441678054
318-White	29115	0	0	0	1	38.8	0.510461582	0.21054854	0.98091495	0.432998107
294-Black	17403	0	1	0	0	31.4	0.526810758	0.173979441	0.981545002	0.351037229
312-Black	18035	0	1	0	0	33	0.518039674	0.171243129	0.981858529	0.372967767
500-White	38424	0	0	0	1	42	0.501123057	0.377791445	0.98185862	0.421287487
428-White	37401	0	0	0	1	43.2	0.513933213	0.364009234	0.982321651	0.419470443
336-Black	17717	0	1	0	0	31.7	0.504517656	0.182042748	0.982400027	0.386970031
515-Black	12497	0	1	0	0	29.6	0.525694971	0.123717636	0.982643444	0.265906661
546-White	28678	0	0	0	1	42.8	0.498348029	0.220228772	0.982776857	0.371961881
260-White	31285	0	0	0	1	45.5	0.515852392	0.282088737	0.98282817	0.334243477
352-Black	14594	0	1	0	0	27.8	0.505938464	0.112864902	0.982934641	0.353964939
288-Black	20463	0	1	0	0	32.2	0.524919016	0.237730071	0.983068047	0.416848289
440-White	31547	0	0	0	1	41.1	0.508806553	0.34236566	0.983086574	0.379484195
184-White	29763	0	0	0	1	43.7	0.513416081	0.283397005	0.983460603	0.408733707
472-Black	20014	0	1	0	0	32.5	0.504402268	0.19308334	0.983487481	0.31051331
162-White	37446	0	0	0	1	55.7	0.51533892	0.318244428	0.983577596	0.28832419
412-White	32285	0	0	0	1	56.2	0.521354633	0.292491974	0.983729478	0.286500901
548-White	48694	0	0	0	1	41.4	0.507643454	0.492693014	0.984088929	0.489963461
268-Black	17018	0	1	0	0	33.7	0.538191362	0.194532294	0.984169948	0.355724713
332-White	31991	0	0	0	1	45.6	0.491426014	0.242308975	0.984602136	0.370988966
240-White	25084	0	0	0	1	42.1	0.510393718	0.243886541	0.984604269	0.382390772
258-Black	15066	0	1	0	0	29.5	0.524827853	0.144439449	0.984698087	0.351248332
522-Black	11769	0	1	0	0	29.2	0.461550598	0.143969946	0.984700643	0.222641197
300-Black	16694	0	1	0	0	31.5	0.528208953	0.16692315	0.985021647	0.366843933
422-White	29654	0	0	0	1	46.3	0.508490555	0.298794829	0.985075046	0.367454966
288-White	43053	0	0	0	1	42	0.502528386	0.392688073	0.98590277	0.471106192
300-White	30999	0	0	0	1	42.2	0.506734888	0.28673257	0.986352203	0.411217031
518-White	26135	0	0	0	1	40.7	0.505264886	0.26805044	0.986462247	0.358422894
464-White	30418	0	0	0	1	43.5	0.512078142	0.33375	0.986498295	0.40762472
176-Black	18825	0	1	0	0	34.3	0.538786251	0.20004695	0.986938695	0.323291911
540-Black	14257	0	1	0	0	32.3	0.526063899	0.126786688	0.987292895	0.33453893
160-White	29994	0	0	0	1	44.1	0.514264935	0.304293349	0.98738027	0.404771346
146-White	24404	0	0	0	1	42.6	0.50997975	0.184030347	0.987582208	0.38472894
515-White	25368	0	0	0	1	42.2	0.511785569	0.238484001	0.987588134	0.386700117
277-White	25809	0	0	0	1	40.8	0.519949673	0.259841572	0.98761108	0.390423772
430-Black	16800	0	1	0	0	33.1	0.524517377	0.165802858	0.988008044	0.316953115
122-White	35161	0	0	0	1	40.7	0.508122032	0.388781514	0.988019341	0.434911307
212-Black	17425	0	1	0	0	34	0.533850367	0.179233869	0.988083569	0.320368732
104-White	32453	0	0	0	1	43.7	0.51061059	0.313769691	0.988241388	0.422430904
533-Black	15187	0	1	0	0	28.2	0.529085893	0.215194327	0.988266222	0.335798986
532-White	29088	0	0	0	1	42.5	0.511680209	0.291960216	0.988269216	0.402128225
400-Black	19119	0	1	0	0	31.5	0.530656767	0.235088558	0.988298255	0.41545816
206-White	38593	0	0	0	1	41.3	0.510036269	0.381365648	0.988306919	0.47448839
339-White	29190	0	0	0	1	35.8	0.503173626	0.364614891	0.988441025	0.473943328
318-Black	14540	0	1	0	0	30.5	0.525467158	0.10369979	0.988512661	0.354504207
106-White	37359	0	0	0	1	49	0.510907223	0.452970868	0.98858979	0.399764145
188-White	24874	0	0	0	1	36	0.494103483	0.301397123	0.98869858	0.434074074
172-Black	18430	0	1	0	0	32.9	0.53663637	0.213509405	0.988853028	0.392113897
450-Black	19909	0	1	0	0	34.1	0.53475746	0.240075535	0.988876532	0.405340011
438-White	31101	0	0	0	1	43.7	0.514050239	0.337771569	0.989060086	0.420698442
520-White	23249	0	0	0	1	39.4	0.513187658	0.245102976	0.989124717	0.378272422
150-White	22837	0	0	0	1	38.6	0.511934859	0.205725317	0.989166349	0.376552846
376-White	33621	0	0	0	1	43.2	0.509078275	0.342533929	0.989245482	0.437873238
258-White	25967	0	0	0	1	39.8	0.50911868	0.229596013	0.989371518	0.425812938
360-White	22581	0	0	0	1	42.6	0.509922564	0.160521203	0.989692974	0.364052169
216-White	40200	0	0	0	1	40.2	0.503075162	0.475240556	0.989732444	0.467618142
466-White	28257	0	0	0	1	44.4	0.512445435	0.224304867	0.98992322	0.392838875
416-Black	17473	0	1	0	0	31.3	0.51302487	0.200796007	0.98993272	0.39065911
536-White	32919	0	0	0	1	48.9	0.507516321	0.380806726	0.99002732	0.339253825
476-White	32331	0	0	0	1	41.5	0.509769071	0.328701456	0.990284622	0.43510395
314-Black	15800	0	1	0	0	32.1	0.502193022	0.169424504	0.990532522	0.352849594
264-White	27285	0	0	0	1	37.9	0.506127615	0.345575824	0.990578066	0.355772237
296-White	28485	0	0	0	1	35.4	0.512145302	0.386822637	0.9906285	0.370892365
280-Black	13384	0	1	0	0	37.6	0.476499128	0.077040248	0.99064667	0.295204347
566-White	24405	0	0	0	1	45.3	0.512775276	0.19401504	0.990720035	0.358844339
233-White	42260	0	0	0	1	41.5	0.478328365	0.482922402	0.990790456	0.464327501
244-White	30508	0	0	0	1	33.6	0.498759671	0.34157691	0.990811488	0.493895741
264-Black	13076	0	1	0	0	28.1	0.512871101	0.140359398	0.990885284	0.311477759
466-Black	13112	0	1	0	0	28.8	0.520415159	0.085706932	0.990925355	0.285082616
204-White	33917	0	0	0	1	45.5	0.498057374	0.296881017	0.991049417	0.428689223
310-Black	15360	0	1	0	0	29.8	0.511698604	0.17616113	0.991258502	0.265437709
558-White	23770	0	0	0	1	42	0.508727112	0.185023085	0.991297768	0.39410928
396-White	27290	0	0	0	1	49	0.515792511	0.259085624	0.991320741	0.314073321
376-Black	14208	0	1	0	0	28.7	0.529238983	0.119438699	0.991352665	0.296225495
168-White	30866	0	0	0	1	37.3	0.505640473	0.348929149	0.991360367	0.460555973
476-Black	16849	0	1	0	0	32.8	0.541531333	0.168286172	0.991373359	0.344180341
393-White	24386	0	0	0	1	42.9	0.501534422	0.19105029	0.991394148	0.367340039
396-Black	14182	0	1	0	0	34.9	0.53133413	0.116500433	0.991514069	0.320172664
330-White	27356	0	0	0	1	39.1	0.512449344	0.2947707	0.991525216	0.365259157
218-White	31810	0	0	0	1	37.3	0.507921434	0.362229337	0.991585048	0.481054928
545-Black	20271	0	1	0	0	32.3	0.528350511	0.186168461	0.991602446	0.410825385
400-White	30563	0	0	0	1	39.4	0.511803914	0.318493179	0.991603527	0.442472015
222-Black	14621	0	1	0	0	33.6	0.536473562	0.088794153	0.991605691	0.344530448
378-White	37039	0	0	0	1	40.5	0.507112148	0.395287757	0.991730833	0.46808102
482-White	27141	0	0	0	1	31.2	0.499270507	0.344811084	0.991809072	0.427143654
430-White	30235	0	0	0	1	44.8	0.515010056	0.29634331	0.991884949	0.405364489
276-White	30570	0	0	0	1	43.4	0.511057928	0.254984138	0.991902105	0.440216051
198-White	29656	0	0	0	1	38.9	0.507122213	0.306304671	0.991928856	0.436228224
346-Black	17466	0	1	0	0	34.3	0.515136054	0.111013296	0.992069914	0.333643145
172-White	32724	0	0	0	1	41.2	0.510539829	0.335366863	0.992111006	0.43013254
273-White	25528	0	0	0	1	42	0.51354589	0.264391418	0.992257638	0.373724986
147-White	25296	0	0	0	1	37.8	0.502606367	0.305243117	0.992337321	0.399240193
372-White	40868	0	0	0	1	41	0.507703113	0.278460226	0.992382299	0.491765905
524-White	25275	0	0	0	1	37.5	0.490552326	0.292074317	0.992418375	0.360441667
456-White	33044	0	0	0	1	45.8	0.496209314	0.295555511	0.992419657	0.37523017
462-White	33063	0	0	0	1	41.3	0.510410189	0.316235109	0.992526866	0.466319185
545-White	33941	0	0	0	1	40.4	0.49833061	0.328295919	0.992532084	0.467850024
274-White	28517	0	0	0	1	37.5	0.519262165	0.33377268	0.992535495	0.390348633
266-White	26813	0	0	0	1	39.5	0.506808255	0.283662174	0.992596563	0.389650629
184-Black	16169	0	1	0	0	34.5	0.535002871	0.1408617	0.992640482	0.31542032
174-Black	15038	0	1	0	0	33.9	0.524213776	0.135289023	0.992727715	0.332440115
221-White	26129	0	0	0	1	44.9	0.505224439	0.170097827	0.992815016	0.39252764
406-White	32342	0	0	0	1	41.9	0.509014539	0.303782902	0.992936266	0.426889358
236-White	26160	0	0	0	1	42.9	0.510824951	0.20943475	0.992975489	0.377659958
450-White	35795	0	0	0	1	40	0.512187145	0.460945939	0.992981188	0.450487982
406-Black	15807	0	1	0	0	32.1	0.532548755	0.148120855	0.993069724	0.36048917
566-Black	13461	0	1	0	0	33.9	0.513584942	0.091583706	0.993201868	0.257097891
538-Black	15217	0	1	0	0	31.5	0.51596332	0.177707385	0.993215808	0.38401151
350-White	28678	0	0	0	1	40.9	0.510754104	0.26335857	0.993321592	0.424383201
316-White	23443	0	0	0	1	42.5	0.507817063	0.173759632	0.993380232	0.353310368
310-White	25472	0	0	0	1	40.4	0.510267318	0.265013467	0.993429776	0.368784955
246-White	25267	0	0	0	1	36.3	0.50387705	0.232444714	0.9936128	0.438772393
142-Black	17056	0	1	0	0	34	0.536958405	0.182084267	0.993613141	0.362375023
420-White	32021	0	0	0	1	38.5	0.508568223	0.347139045	0.993640027	0.490065789
446-White	23020	0	0	0	1	27	0.489314088	0.463736552	0.99369609	0.307448469
220-Black	17196	0	1	0	0	34.4	0.536593123	0.166624515	0.993714766	0.284798638
357-White	32528	0	0	0	1	39.9	0.507478039	0.364146475	0.993811817	0.450383042
368-White	34359	0	0	0	1	42	0.509417956	0.340220836	0.993874788	0.45046321
194-White	27743	0	0	0	1	35.8	0.498579358	0.306667719	0.994004703	0.400562189
366-White	24916	0	0	0	1	47.8	0.516365052	0.241598306	0.994020657	0.283389368
246-Black	17105	0	1	0	0	32.6	0.524660858	0.1630777	0.994065512	0.370400902
336-White	27839	0	0	0	1	38.3	0.514881973	0.322845788	0.994070752	0.404550526
194-Black	16232	0	1	0	0	33	0.529122754	0.139111636	0.994130243	0.36654536
534-White	27270	0	0	0	1	41.2	0.511882185	0.256265193	0.994139216	0.385719587
352-White	30495	0	0	0	1	35.8	0.510213587	0.352225138	0.994145989	0.423897763
209-White	29423	0	0	0	1	43.1	0.511540569	0.247358409	0.994173017	0.423249797
232-White	25391	0	0	0	1	37.4	0.501300697	0.254104608	0.994233607	0.3999267
474-White	25859	0	0	0	1	43.6	0.511595766	0.225885275	0.994256338	0.34902925
190-White	26476	0	0	0	1	33.6	0.51584469	0.388205128	0.994265317	0.412008531
312-White	32143	0	0	0	1	39.4	0.508642323	0.358951076	0.994326074	0.458017749
380-White	27644	0	0	0	1	42.4	0.512760778	0.270562527	0.994354694	0.394169474
320-White	24486	0	0	0	1	33.8	0.498966251	0.277251205	0.994374447	0.391672141
340-White	28554	0	0	0	1	40.3	0.509000776	0.283282998	0.994412035	0.443813268
454-White	24408	0	0	0	1	46.1	0.510563436	0.174266268	0.994428246	0.285458816
306-White	23255	0	0	0	1	45.7	0.50592509	0.171036155	0.994438703	0.362424292
534-Black	14446	0	1	0	0	30.2	0.52529174	0.125047283	0.994460555	0.268149068
144-White	24146	0	0	0	1	34.4	0.503058549	0.305103263	0.994504469	0.344392715
212-White	26873	0	0	0	1	41.9	0.511933219	0.241643962	0.99450896	0.391501177
185-White	24096	0	0	0	1	42.3	0.486845719	0.297229026	0.994567102	0.360775609
556-White	28378	0	0	0	1	39.7	0.506850418	0.304936075	0.994598013	0.447117239
298-White	31210	0	0	0	1	41.5	0.514886405	0.346898978	0.994689143	0.44624281
294-White	29243	0	0	0	1	39.4	0.51059666	0.304971857	0.994722971	0.430659285
359-White	27639	0	0	0	1	35.6	0.502095721	0.295641065	0.994832841	0.429007454
268-White	28354	0	0	0	1	44.2	0.518071599	0.277371449	0.994832972	0.394591478
556-Black	16799	0	1	0	0	29.8	0.498856872	0.167401518	0.994889695	0.380994218
108-White	30129	0	0	0	1	41.1	0.512239429	0.268947815	0.994937739	0.456018133
444-White	25520	0	0	0	1	46.8	0.50054548	0.249109577	0.994987404	0.333077774
309-White	22733	0	0	0	1	39.9	0.512908089	0.198451573	0.995018949	0.409144673
178-White	30356	0	0	0	1	39.8	0.509043797	0.309498131	0.995061856	0.428377313
368-Black	16254	0	1	0	0	31.6	0.534657161	0.168362002	0.995159746	0.378587427
394-White	19859	0	0	0	1	32.6	0.507907138	0.218693112	0.99520849	0.302915067
468-White	27057	0	0	0	1	47.4	0.516447368	0.212968813	0.995218198	0.393753135
267-White	29057	0	0	0	1	42.1	0.50465582	0.247187803	0.995343976	0.43669544
290-Black	18593	0	1	0	0	32.2	0.525034977	0.234055045	0.995367505	0.389409565
192-White	29473	0	0	0	1	41.1	0.508715682	0.3313368	0.995432225	0.418788964
496-White	28488	0	0	0	1	36.3	0.502179804	0.321481435	0.995442788	0.418755422
192-Black	17008	0	1	0	0	32.5	0.533078371	0.20023291	0.995515183	0.376271961
248-White	25586	0	0	0	1	40.9	0.509291249	0.208270612	0.995539792	0.403161892
380-Black	14267	0	1	0	0	32.2	0.539908878	0.130849469	0.9955404	0.329675569
426-White	29408	0	0	0	1	41.8	0.50995595	0.254070534	0.99559054	0.417438957
217-Black	18054	0	1	0	0	30.1	0.471612233	0.158023351	0.995638521	0.453872979
340-Black	15819	0	1	0	0	30.8	0.526576579	0.192884403	0.995694124	0.377839521
217-White	22979	0	0	0	1	34.7	0.486150606	0.182466111	0.995697563	0.423740883
118-White	29036	0	0	0	1	39.9	0.502385749	0.279344674	0.995747053	0.453265133
314-White	25375	0	0	0	1	42.4	0.513822497	0.239621396	0.995754069	0.381868004
120-White	27287	0	0	0	1	46.3	0.522002266	0.322213886	0.995774854	0.352041642
142-White	29962	0	0	0	1	42	0.513148372	0.289033178	0.99583928	0.401544363
554-White	27065	0	0	0	1	42.9	0.502435352	0.218350427	0.995888133	0.416039463
522-White	29933	0	0	0	1	42.9	0.517034285	0.281286586	0.995895709	0.430451411
384-White	25713	0	0	0	1	40	0.512460942	0.264918362	0.995966921	0.412625693
424-White	24206	0	0	0	1	44	0.518783754	0.189811078	0.995968643	0.365443283
448-White	22958	0	0	0	1	42	0.51291722	0.194489834	0.995985243	0.419224388
544-White	33554	0	0	0	1	47	0.511713252	0.221098713	0.995997232	0.443995686
540-White	29990	0	0	0	1	42.8	0.517679207	0.28440737	0.995997757	0.398572885
174-White	24655	0	0	0	1	41.9	0.514166085	0.201871746	0.996004649	0.386283086
538-White	30074	0	0	0	1	42.5	0.512508915	0.282728155	0.996035501	0.435568609
273-Black	15527	0	1	0	0	34	0.532559449	0.12141644	0.996061607	0.345379902
222-White	25988	0	0	0	1	42.1	0.50828205	0.213478682	0.996073716	0.41187578
356-Black	15600	0	1	0	0	31.5	0.534644276	0.133427544	0.996085801	0.324548811
496-Black	16627	0	1	0	0	29.2	0.528803898	0.193373451	0.996179808	0.39046538
416-White	30809	0	0	0	1	39.8	0.510420032	0.306946983	0.996362146	0.451124166
185-Black	10503	0	1	0	0	31.3	0.513624171	0.125146473	0.996413934	0.265833464
533-White	30366	0	0	0	1	38.7	0.507193623	0.413598627	0.996422182	0.413503289
140-White	27590	0	0	0	1	44.3	0.506212738	0.312383569	0.99652217	0.303867237
170-Black	16906	0	1	0	0	34.3	0.452059237	0.156613582	0.996538614	0.27282526
346-White	27119	0	0	0	1	42.3	0.507492274	0.199422276	0.99657229	0.411845968
308-White	22974	0	0	0	1	38.7	0.511509858	0.214416039	0.996575962	0.397671742
390-White	24934	0	0	0	1	36.2	0.498496383	0.2784459	0.996586146	0.3904769
468-Black	14369	0	1	0	0	38.5	0.536479231	0.091039363	0.996588555	0.313819648
470-White	21296	0	0	0	1	42.6	0.517803892	0.17331547	0.996651435	0.339034435
290-White	30672	0	0	0	1	42.5	0.507913499	0.308446276	0.996741523	0.409218728
452-White	28812	0	0	0	1	41.5	0.497715367	0.274912669	0.996857332	0.453073774
338-White	24159	0	0	0	1	41.1	0.502675531	0.175620388	0.996876901	0.399643227
404-White	28505	0	0	0	1	45	0.501876613	0.243713364	0.996953503	0.382807679
292-White	21438	0	0	0	1	31.5	0.501874388	0.261084602	0.996962837	0.371606268
145-White	31519	0	0	0	1	37.1	0.514820899	0.354806829	0.997032376	0.426474473
362-White	20970	0	0	0	1	42.2	0.514319169	0.185791836	0.997061236	0.331945154
404-Black	16086	0	1	0	0	34.9	0.509036327	0.101366199	0.997113902	0.306975464
426-Black	12511	0	1	0	0	28.4	0.515481938	0.115006586	0.997163769	0.299344416
474-Black	13569	0	1	0	0	32.9	0.51624457	0.113552797	0.997202183	0.216865852
280-White	22447	0	0	0	1	44.4	0.510435984	0.180734824	0.997217356	0.368302126
512-White	26954	0	0	0	1	40.1	0.509722588	0.240328865	0.997369581	0.450842167
358-White	25057	0	0	0	1	26.9	0.481887436	0.362778263	0.997857411	0.452118384
356-White	27481	0	0	0	1	42.1	0.50924636	0.253880761	0.997979712	0.400582547
384-Black	11472	0	1	0	0	27.8	0.531248372	0.134249105	0.998127064	0.323860206
298-Black	14721	0	1	0	0	31	0.531213412	0.191938874	0.998155698	0.382433875
170-White	24323	0	0	0	1	42	0.514430148	0.193694905	0.998382878	0.356989537
304-White	23325	0	0	0	1	43.9	0.514186111	0.206371983	0.998539034	0.361384322
425-White	23465	0	0	0	1	43.3	0.514338086	0.16490641	0.998688285	0.363854882
274-Black	14127	0	1	0	0	31.8	0.547015189	0.116186337	0.999557272	0.321250046
